1,3,3,39.71715927,-84.14300537
1,3,8,39.71637726,-84.14378357
1,3,13,39.71559143,-84.1445694
1,3,18,39.71480942,-84.14535522
1,3,23,39.7140274,-84.14613342
1,3,28,39.71324158,-84.14691925
1,3,33,39.71245956,-84.14770508
1,3,38,39.71167374,-84.14848328
1,3,43,39.71089172,-84.1492691
1,3,48,39.71010971,-84.15005493
1,3,53,39.70932388,-84.15084076
1,3,58,39.70854187,-84.15161896
1,3,63,39.70775604,-84.15240479
1,3,68,39.70697403,-84.15319061
1,3,73,39.70619202,-84.15396881
1,3,78,39.70540619,-84.15475464
1,3,83,39.70462418,-84.15554047
1,3,88,39.70383835,-84.15631866
1,3,93,39.70305634,-84.15710449
1,3,98,39.70227432,-84.15789032
1,3,103,39.70148849,-84.15867615
1,3,108,39.70070648,-84.15945435
1,3,113,39.69992065,-84.16024017
1,3,118,39.69913864,-84.161026
1,3,123,39.69835281,-84.1618042
1,3,128,39.6975708,-84.16259003
1,3,133,39.69678879,-84.16337585
1,3,138,39.69600296,-84.16416168
1,3,143,39.69522095,-84.16493988
1,3,148,39.69443512,-84.16572571
1,3,153,39.69365311,-84.16651154
1,3,158,39.69287109,-84.16728973
1,3,163,39.69208527,-84.16807556
1,3,168,39.69130325,-84.16886139
1,3,173,39.69051743,-84.16963959
1,3,178,39.68973541,-84.17042542
1,3,183,39.6889534,-84.17121124
1,3,188,39.68816757,-84.17199707
1,3,193,39.68738556,-84.17277527
1,3,198,39.68659973,-84.1735611
1,3,203,39.68581772,-84.17434692
1,3,208,39.68503189,-84.17512512
1,3,213,39.68424988,-84.17591095
1,3,218,39.68346786,-84.17669678
1,3,223,39.68268204,-84.1774826
1,3,228,39.68190002,-84.1782608
1,3,233,39.6811142,-84.17904663
1,3,238,39.68033218,-84.17983246
1,3,243,39.67955017,-84.18061066
1,3,248,39.67876434,-84.18139648
1,3,253,39.67798233,-84.18218231
1,3,258,39.6771965,-84.18296051
1,3,263,39.67641449,-84.18374634
1,3,268,39.67563248,-84.18453217
1,3,273,39.67484665,-84.18531799
1,3,278,39.67406464,-84.18609619
1,3,283,39.67327881,-84.18688202
1,3,288,39.6724968,-84.18766785
1,3,293,39.67171478,-84.18844604
1,3,298,39.67092896,-84.18923187
1,3,303,39.67014694,-84.1900177
1,3,308,39.66936111,-84.19080353
1,3,313,39.6685791,-84.19158173
1,3,318,39.66779327,-84.19236755
1,3,323,39.66701126,-84.19315338
1,3,328,39.66622925,-84.19393158
1,3,333,39.66544342,-84.19471741
1,3,338,39.66466141,-84.19550323
1,3,343,39.66387558,-84.19628143
1,3,348,39.66309357,-84.19706726
1,3,353,39.66231155,-84.19785309
1,3,358,39.66152573,-84.19863892
1,3,363,39.66074371,-84.19941711
1,3,368,39.65995789,-84.20020294
1,3,373,39.65917587,-84.20098877
1,3,378,39.65839386,-84.20176697
1,3,383,39.65760803,-84.2025528
1,3,388,39.65698242,-84.20585632
1,3,413,39.65698242,-84.20585632
1,3,418,39.65760803,-84.2025528
1,3,423,39.65839386,-84.20176697
1,3,428,39.65917587,-84.20098877
1,3,433,39.65995789,-84.20020294
1,3,438,39.66074371,-84.19941711
1,3,443,39.66152573,-84.19863892
1,3,448,39.66231155,-84.19785309
1,3,453,39.66309357,-84.19706726
1,3,458,39.66387558,-84.19628143
1,3,463,39.66466141,-84.19550323
1,3,468,39.66544342,-84.19471741
1,3,473,39.66622925,-84.19393158
1,3,478,39.66701126,-84.19315338
1,3,483,39.66779327,-84.19236755
1,3,488,39.6685791,-84.19158173
1,3,493,39.66936111,-84.19080353
1,3,498,39.67014694,-84.1900177
1,3,503,39.67092896,-84.18923187
1,3,508,39.67171478,-84.18844604
1,3,513,39.6724968,-84.18766785
1,3,518,39.67327881,-84.18688202
1,3,523,39.67406464,-84.18609619
1,3,528,39.67484665,-84.18531799
1,3,533,39.67563248,-84.18453217
1,3,538,39.67641449,-84.18374634
1,3,543,39.6771965,-84.18296051
1,3,548,39.67798233,-84.18218231
1,3,553,39.67876434,-84.18139648
1,3,558,39.67955017,-84.18061066
1,3,563,39.68033218,-84.17983246
1,3,568,39.6811142,-84.17904663
1,3,573,39.68190002,-84.1782608
1,3,578,39.68268204,-84.1774826
1,3,583,39.68346786,-84.17669678
1,3,588,39.68424988,-84.17591095
1,3,593,39.68503189,-84.17512512
1,3,598,39.68581772,-84.17434692
1,3,603,39.68659973,-84.1735611
1,3,608,39.68738556,-84.17277527
1,3,613,39.68816757,-84.17199707
1,3,618,39.6889534,-84.17121124
1,3,623,39.68973541,-84.17042542
1,3,628,39.69051743,-84.16963959
1,3,633,39.69130325,-84.16886139
1,3,638,39.69208527,-84.16807556
1,3,643,39.69287109,-84.16728973
1,3,648,39.69365311,-84.16651154
1,3,653,39.69443512,-84.16572571
1,3,658,39.69522095,-84.16493988
1,3,663,39.69600296,-84.16416168
1,3,668,39.69678879,-84.16337585
1,3,673,39.6975708,-84.16259003
1,3,678,39.69835281,-84.1618042
1,3,683,39.69913864,-84.161026
1,3,688,39.69992065,-84.16024017
1,3,693,39.70070648,-84.15945435
1,3,698,39.70148849,-84.15867615
1,3,703,39.70227432,-84.15789032
1,3,708,39.70305634,-84.15710449
1,3,713,39.70383835,-84.15631866
1,3,718,39.70462418,-84.15554047
1,3,723,39.70540619,-84.15475464
1,3,728,39.70619202,-84.15396881
1,3,733,39.70697403,-84.15319061
1,3,738,39.70775604,-84.15240479
1,3,743,39.70854187,-84.15161896
1,3,748,39.70932388,-84.15084076
1,3,753,39.71010971,-84.15005493
1,3,758,39.71089172,-84.1492691
1,3,763,39.71167374,-84.14848328
1,3,768,39.71245956,-84.14770508
1,3,773,39.71324158,-84.14691925
1,3,778,39.7140274,-84.14613342
1,3,783,39.71480942,-84.14535522
1,3,788,39.71559143,-84.1445694
1,3,793,39.71637726,-84.14378357
1,3,798,39.71715927,-84.14300537
